"","date","City","ntrips","per_subscriber","per_male","median_age","weekends","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"247",2017-03-25,"Chicago",1675,0.892537313432836,0.682985074626866,31,1,11.63,0.71,0,0,43,47,41
"248",2017-03-25,"NY",29646,0.845780206435944,0.627943061458544,34,1,6.71,0.01,0,0,NA,62,42
"249",2017-03-26,"Boston",906,0.78476821192053,0.583885209713024,29,1,11.41,0,0,NA,36,41,30
"250",2017-03-26,"Chicago",3463,0.790355183367023,0.598325151602657,31,1,7.61,0.3,0,0,51,62,47
"251",2017-03-26,"NY",19893,0.910219675262655,0.680239280148796,35,1,8.28,0.14,0,0,NA,42,37
"252",2017-03-27,"Boston",1051,0.983824928639391,0.788772597526166,31,0,8.5,0.48,0,NA,39,44,36
"253",2017-03-27,"Chicago",5846,0.942866917550462,0.769243927471776,34,0,7.38,0,0,0,50,52,42
"254",2017-03-27,"NY",26301,0.964792213223832,0.75331736435877,37,0,4.25,0.26,0,0,NA,53,37
"255",2017-03-28,"Boston",1292,0.957430340557275,0.744582043343653,33,0,6.71,0.72,0,NA,38,40,36
"256",2017-03-28,"Chicago",6608,0.961259079903148,0.761955205811138,34,0,10.51,0,0,0,44,50,36
"257",2017-03-28,"NY",21589,0.983695400435407,0.777247672425772,37,0,5.82,0.72,0,0,NA,46,41
"258",2017-03-29,"Boston",1764,0.949546485260771,0.75453514739229,32,0,13.42,0.06,0,NA,40,47,37
"259",2017-03-29,"Chicago",5876,0.952518720217835,0.756807351940095,35,0,11.86,0.11,0,0,41,49,35
"260",2017-03-29,"NY",42430,0.942187131746406,0.731227904784351,37,0,7.83,0,0,0,NA,60,42
"261",2017-03-30,"Boston",2174,0.935602575896964,0.728150873965041,33,0,10.51,0,0,NA,40,48,34
"262",2017-03-30,"Chicago",3195,0.983411580594679,0.801564945226917,34,0,14.54,1.84,0,0,43,45,39
"263",2017-03-30,"NY",39746,0.942258340461933,0.732400744729029,37,0,5.82,0.01,0,0,NA,52,38
"264",2017-03-31,"Boston",980,0.938775510204082,0.755102040816326,33,0,12.53,0.87,0.6,NA,37,40,33
"265",2017-03-31,"Chicago",5115,0.952883675464321,0.767937438905181,34,0,14.54,0.02,0,0,39,44,36
"266",2017-03-31,"NY",6946,0.986754966887417,0.797293406276994,38,0,10.29,1.51,0,0,NA,43,37
"267",2017-04-01,"Boston",224,0.915178571428571,0.723214285714286,28,1,19.69,1.56,1.2,NA,35,38,33
"268",2017-04-01,"Chicago",7465,0.647287340924314,0.461219022103148,31,1,5.82,0,0,0,45,59,34
"269",2017-04-01,"NY",23849,0.918235565432513,0.686024571260849,35,1,7.61,0,0,0,NA,48,37
"270",2017-04-02,"Boston",1440,0.759722222222222,0.55625,29,1,9.4,0,0,NA,41,57,33
"271",2017-04-02,"Chicago",5707,0.715612405817417,0.506220431049588,31,1,6.04,0,0,0,50,61,42
"272",2017-04-02,"NY",39780,0.771644042232278,0.556083459024636,34,1,5.37,0,0,0,NA,63,40
"273",2017-04-03,"Boston",2943,0.90316004077472,0.694529391777098,33,0,8.95,0,0,NA,47,55,38
"274",2017-04-03,"Chicago",4933,0.954186093654977,0.771335901074397,35,0,8.5,0.19,0,0,50,54,46
"275",2017-04-03,"NY",43485,0.933655283431068,0.710497872829711,37,0,4.92,0.03,0,0,NA,63,48
"276",2017-04-04,"Boston",669,0.974588938714499,0.75186846038864,31,0,16.55,0.68,0,NA,42,43,38
"277",2017-04-04,"Chicago",7462,0.949075314928973,0.750603055481104,34,0,8.72,0.02,0,0,49,56,43
"278",2017-04-04,"NY",29991,0.979293788136441,0.764762762161982,37,0,6.93,1.18,0,0,NA,51,45
"279",2017-04-05,"Boston",2360,0.954661016949153,0.729661016949153,32,0,8.28,0,0,NA,40,41,37
"280",2017-04-05,"Chicago",1845,0.963685636856369,0.78970189701897,35,0,18.12,1.04,0,0,45,47,40
"281",2017-04-05,"NY",47636,0.932446049206482,0.715593248803426,37,0,3.36,0,0,0,NA,65,45
"282",2017-04-06,"Boston",1121,0.964317573595004,0.756467439785905,32,0,14.32,1.36,0,NA,39,53,37
"283",2017-04-06,"Chicago",6322,0.966940841505853,0.778709269218602,34,0,17,0.29,0,0,43,51,38
"284",2017-04-06,"NY",18020,0.989123196448391,0.77968923418424,36,0,9.17,0.73,0,0,NA,53,40
"285",2017-04-07,"Boston",2819,0.890386661936857,0.705569350833629,32,0,16.78,0,0,NA,48,54,41
"286",2017-04-07,"Chicago",7873,0.889622761336212,0.704559888225581,34,0,10.96,0,0,0,44,54,37
"287",2017-04-07,"NY",35779,0.966907962771458,0.755359288968389,37,0,10.51,0,0,0,NA,51,40
"288",2017-04-08,"Boston",1756,0.706719817767654,0.513667425968109,29,1,16.11,0,0,NA,43,49,38
"289",2017-04-08,"Chicago",12252,0.549869409076069,0.383365981064316,31,1,13.87,0,0,0,50,68,37
"290",2017-04-08,"NY",35936,0.816896705253785,0.596922306322351,34,1,8.28,0,0,0,NA,57,40
"291",2017-04-09,"Boston",3565,0.524824684431978,0.383450210378682,29,1,9.62,0,0,NA,51,66,40
"292",2017-04-09,"Chicago",13431,0.506440324622143,0.343905889360435,31,1,18.79,0,0,0,64,77,57
"293",2017-04-09,"NY",43896,0.744145252414799,0.537816657554219,34,1,4.92,0,0,0,NA,67,45
"294",2017-04-10,"Boston",4526,0.814184710561202,0.621520106053911,32,0,12.3,0,0,NA,59,76,44
"295",2017-04-10,"Chicago",6522,0.880404783808648,0.692732290708372,34,0,13.87,0.32,0,0,69,78,41
"296",2017-04-10,"NY",50424,0.879640647310804,0.660419641440584,36,0,6.04,0,0,0,NA,74,53
"297",2017-04-11,"Boston",5171,0.826339199381164,0.618255656546123,32,0,11.18,0,0,NA,64,84,52
"298",2017-04-11,"Chicago",8517,0.906774685922273,0.708348009862628,34,0,9.4,0,0,0,47,54,41
"299",2017-04-11,"NY",57310,0.86365381259815,0.654336067004013,36,0,5.59,0,0,0,NA,80,61
"300",2017-04-12,"Boston",4196,0.891325071496664,0.678741658722593,32,0,7.83,0.02,0,NA,55,60,48
"301",2017-04-12,"Chicago",9647,0.863895511557997,0.682180988908469,34,0,7.16,0,0,0,48,59,38
"302",2017-04-12,"NY",51188,0.919395170743143,0.696393686020161,36,0,2.91,0.02,0,0,NA,76,58
"303",2017-04-13,"Boston",4389,0.872636135794031,0.66142629300524,32,0,11.18,0,0,NA,53,59,45
"304",2017-04-13,"Chicago",6379,0.901395203009876,0.717980874745258,33,0,9.17,0.19,0,0,50,60,44
"305",2017-04-13,"NY",52915,0.873419635264103,0.670169139185486,36,0,5.14,0,0,0,NA,65,48
"306",2017-04-14,"Boston",4693,0.791391434050714,0.592584700617942,32,0,9.4,0,0,NA,51,60,44
"307",2017-04-14,"Chicago",9492,0.78086809945217,0.595975558364939,33,0,9.4,0.06,0,0,54,66,47
"308",2017-04-14,"NY",52232,0.812988206463471,0.616250574360545,35,0,3.8,0,0,0,NA,66,48
"309",2017-04-15,"Boston",4251,0.499647141848977,0.350976240884498,30,1,15.88,0,0,NA,54,70,42
"310",2017-04-15,"Chicago",17942,0.435124289376881,0.301359937576636,31,1,16.11,0.09,0,0,70,82,61
"311",2017-04-15,"NY",42531,0.71738261503374,0.528038372011004,34,1,5.59,0,0,0,NA,65,51
"312",2017-04-16,"Boston",4984,0.431380417335473,0.315008025682183,29,1,17.67,0,0,NA,69,86,57
"313",2017-04-16,"Chicago",10399,0.479373016636215,0.340513510914511,31,1,11.63,0.59,0,0,68,73,52
"314",2017-04-16,"NY",48140,0.644225176568342,0.478209389281263,34,1,7.38,0,0,0,NA,87,59
"315",2017-04-17,"Boston",4972,0.661504424778761,0.499798873692679,31,0,14.32,0,0,NA,70,75,49
"316",2017-04-17,"Chicago",11326,0.820501500971217,0.629878156454176,34,0,6.93,0,0,0,59,69,44
"317",2017-04-17,"NY",53247,0.87188010592146,0.663473998535129,36,0,6.71,0,0,0,NA,74,58
"318",2017-04-18,"Boston",4270,0.840281030444965,0.643793911007026,32,0,13.42,0,0,NA,49,51,39
"319",2017-04-18,"Chicago",12931,0.854380945015853,0.652463073234862,33,0,11.41,0,0,0,55,76,41
"320",2017-04-18,"NY",53809,0.899143265996395,0.686706684755338,36,0,6.93,0,0,0,NA,65,47
"321",2017-04-19,"Boston",3693,0.923368535066342,0.706200920660709,32,0,12.53,0.07,0,NA,45,56,39
"322",2017-04-19,"Chicago",8550,0.950877192982456,0.747836257309942,34,0,9.62,0.01,0,0,65,70,45
"323",2017-04-19,"NY",45787,0.947343132330137,0.724441435341909,37,0,5.59,0,0,0,NA,54,45
"324",2017-04-20,"Boston",4038,0.895740465577018,0.687716691431402,32,0,10.07,0.01,0,NA,48,55,44
"325",2017-04-20,"Chicago",11472,0.856956066945607,0.659257322175732,33,0,14.99,0,0,0,56,73,48
"326",2017-04-20,"NY",44264,0.931456714259895,0.712746249774083,36,0,4.03,0.17,0,0,NA,66,50
"327",2017-04-21,"Boston",1064,0.955827067669173,0.798872180451128,29,0,14.32,0.51,0,NA,45,45,44
"328",2017-04-21,"Chicago",9139,0.888280993544151,0.696465696465696,34,0,12.53,0,0,0,50,53,44
"329",2017-04-21,"NY",39868,0.930019062907595,0.721004314236982,36,0,7.38,0.29,0,0,NA,53,48
"330",2017-04-22,"Boston",1930,0.833678756476684,0.629533678756477,29,1,8.95,0.05,0,NA,44,45,43
"331",2017-04-22,"Chicago",8594,0.670235047707703,0.475331626716314,31,1,8.5,0,0,0,50,60,38
"332",2017-04-22,"NY",34596,0.730720314487224,0.633021158515435,33,1,3.58,0.11,0,0,NA,57,49
"333",2017-04-23,"Boston",3891,0.636854279105628,0.445129786687227,29,1,11.86,0,0,NA,47,58,41
"334",2017-04-23,"Chicago",12216,0.589963981663392,0.39603798297315,31,1,5.82,0,0,0,54,72,37
"335",2017-04-23,"NY",49107,0.74911927016515,0.538253202191134,34,1,4.92,0,0,0,NA,66,46
"336",2017-04-24,"Boston",4866,0.863748458692972,0.642827784628031,32,0,8.5,0,0,NA,53,64,45
"337",2017-04-24,"Chicago",12159,0.841187597664282,0.638950571593059,34,0,7.61,0,0,0,55,73,40
"338",2017-04-24,"NY",48692,0.919760946356691,0.702825926230182,37,0,3.58,0,0,0,NA,60,48
"339",2017-04-25,"Boston",1950,0.935384615384615,0.713846153846154,31,0,15.88,0.89,0,NA,49,50,45
"340",2017-04-25,"Chicago",14204,0.84877499295973,0.639678963672205,33,0,12.08,0,0,0,64,79,52
"341",2017-04-25,"NY",20332,0.960849891796183,0.754131418453669,37,0,13.2,0.91,0,0,NA,54,49
"342",2017-04-26,"Boston",2168,0.947878228782288,0.729704797047971,31,0,10.07,0.56,0,NA,50,56,45
"343",2017-04-26,"Chicago",11924,0.887286145588729,0.683747064743375,34,0,11.41,0.22,0,0,69,74,60
"344",2017-04-26,"NY",37727,0.949346621782808,0.735892066689639,36,0,4.92,0.34,0,0,NA,60,53
"345",2017-04-27,"Boston",4843,0.870947759653108,0.659508569068759,32,0,6.71,0,0,NA,53,59,50
"346",2017-04-27,"Chicago",7065,0.960651096956829,0.759094125973107,34,0,15.88,0.14,0,0,54,62,41
"347",2017-04-27,"NY",52035,0.913808013836841,0.698760449697319,37,0,2.91,0,0,0,NA,70,57
"348",2017-04-28,"Boston",5320,0.786654135338346,0.590037593984962,31,0,7.61,0.01,0,NA,63,82,51
"349",2017-04-28,"Chicago",9393,0.880229958479719,0.68849142978814,34,0,7.61,0,0,0,48,60,40
"350",2017-04-28,"NY",62199,0.861862730912073,0.658515410215598,36,0,3.13,0,0,0,NA,85,58
"351",2017-04-29,"Boston",5263,0.554436633098993,0.401482044461334,29,1,13.2,0,0,NA,73,84,59
"352",2017-04-29,"Chicago",1879,0.885577434805748,0.66205428419372,31,1,18.79,1.95,0,0,45,46,40
"353",2017-04-29,"NY",57701,0.715013604616904,0.520060310913156,34,1,5.14,0.06,0,0,NA,85,64
"354",2017-04-30,"Boston",2485,0.736418511066398,0.542454728370221,29,1,11.63,0.01,0,NA,55,64,45
"355",2017-04-30,"Chicago",1622,0.95252774352651,0.741060419235512,31,1,13.42,1.32,0,0,44,47,42
"356",2017-04-30,"NY",42928,0.766259783824078,0.559494968319046,34,1,6.71,0,0,0,NA,67,52
"357",2017-05-01,"Boston",3949,0.933147632311978,0.724993669283363,32,0,9.17,0,0,NA,47,48,45
"358",2017-05-01,"Chicago",6569,0.939412391536002,0.747602374790683,34,0,14.76,0.09,0,0,50,57,45
"359",2017-05-01,"NY",56218,0.879486997047209,0.669073962076203,36,0,5.14,0,0,0,NA,74,49
"360",2017-05-02,"Boston",4233,0.924167257264352,0.698795180722892,31,0,8.05,0.19,0,NA,49,66,44
"361",2017-05-02,"Chicago",7340,0.936920980926431,0.749046321525886,34,0,14.76,0.01,0,0,46,51,41
"362",2017-05-02,"NY",61207,0.894505530413188,0.679513781103469,36,0,7.83,0,0,0,NA,75,62
"363",2017-05-03,"Boston",5056,0.898931962025316,0.682357594936709,32,0,14.76,0,0,NA,56,64,49
"364",2017-05-03,"Chicago",10160,0.914763779527559,0.70738188976378,34,0,6.04,0,0,0,48,56,35
"365",2017-05-03,"NY",59252,0.905758455410788,0.6866097346925,36,0,8.28,0,0,0,NA,65,51
"366",2017-05-04,"Boston",5231,0.885490346014146,0.682661059070923,32,0,11.86,0,0,NA,51,56,46
"367",2017-05-04,"Chicago",8801,0.93455289171685,0.738893307578684,34,0,11.18,0,0,0,49,54,43
"368",2017-05-04,"NY",57429,0.904926082641174,0.689512267321388,36,0,5.37,0,0,0,NA,64,47
"369",2017-05-05,"Boston",2202,0.937783832879201,0.725249772933697,31,0,11.41,0.64,0,NA,49,51,47
"370",2017-05-05,"Chicago",8541,0.911954103734926,0.717012059477813,34,0,13.42,0,0,0,49,61,41
"371",2017-05-05,"NY",24009,0.959515181806822,0.758215669124078,36,0,6.49,3.02,0,0,NA,59,51
"372",2017-05-06,"Boston",2403,0.733250104036621,0.548481065334998,29,1,10.74,0.1,0,NA,56,65,49
"373",2017-05-06,"Chicago",7743,0.653235180162728,0.467002453829265,31,1,12.53,0.11,0,0,51,58,44
"374",2017-05-06,"NY",46618,0.805075292805354,0.585181689476168,34,1,6.04,0.18,0,0,NA,67,52
"375",2017-05-07,"Boston",3671,0.66003813674748,0.467992372650504,29,1,15.66,0,0,NA,58,64,50
"376",2017-05-07,"Chicago",7336,0.659896401308615,0.463740458015267,31,1,8.5,0,0,0,48,59,36
"377",2017-05-07,"NY",34293,0.819904936867582,0.601872102178287,34,1,5.59,0.01,0,0,NA,56,47
"378",2017-05-08,"Boston",4207,0.919182315188971,0.698122177323508,32,0,13.42,0,0,NA,50,55,44
"379",2017-05-08,"Chicago",9848,0.881904955320877,0.679325751421608,34,0,6.93,0.02,0,0,46,57,34
"380",2017-05-08,"NY",51553,0.917308401062984,0.700967935910616,36,0,5.82,0,0,0,NA,57,44
"381",2017-05-09,"Boston",4428,0.933378500451671,0.713188798554652,32,0,7.38,0,0,NA,47,52,42
"382",2017-05-09,"Chicago",8264,0.929816069699903,0.727613746369797,33,0,6.71,0.13,0,0,48,61,42
"383",2017-05-09,"NY",56461,0.930996617133951,0.707975416659287,36,0,4.47,0,0,0,NA,63,47
"384",2017-05-10,"Boston",4973,0.905087472350694,0.690729941685099,32,0,9.17,0,0,NA,50,55,47
"385",2017-05-10,"Chicago",7915,0.917498420720152,0.723941882501579,34,0,7.61,0.87,0,0,55,67,44
"386",2017-05-10,"NY",58454,0.924384986485099,0.700875902418996,36,0,3.36,0,0,0,NA,63,49
"387",2017-05-11,"Boston",4881,0.904527760704774,0.690227412415489,32,0,10.29,0,0,NA,51,54,48
"388",2017-05-11,"Chicago",11515,0.896830221450282,0.682935301780287,33,0,9.17,0,0,0,55,65,49
"389",2017-05-11,"NY",57208,0.92259823800867,0.702506642427632,36,0,3.58,0,0,0,NA,62,51
"390",2017-05-12,"Boston",4128,0.868217054263566,0.668362403100775,32,0,8.28,0.01,0,NA,49,53,47
"391",2017-05-12,"Chicago",13277,0.811478496648339,0.616103035324245,33,0,6.04,0,0,0,59,73,45
"392",2017-05-12,"NY",56675,0.903273048081164,0.689422143802382,36,0,4.03,0,0,0,NA,65,48
"393",2017-05-13,"Boston",2844,0.707454289732771,0.508790436005626,29,1,11.86,0.02,0,NA,49,53,45
"394",2017-05-13,"Chicago",15015,0.527006327006327,0.361571761571762,31,1,8.72,0,0,0,62,82,47
"395",2017-05-13,"NY",5704,0.939165497896213,0.755259467040673,34,1,7.61,1.61,0,0,NA,53,45
"396",2017-05-14,"Boston",843,0.886120996441281,0.68920521945433,28,1,17.9,0.95,0,NA,48,51,46
"397",2017-05-14,"Chicago",11392,0.534585674157303,0.365695224719101,31,1,7.83,0,0,0,62,71,51
"398",2017-05-14,"NY",38729,0.811200908879651,0.591262361537866,34,1,5.37,0.02,0,0,NA,67,46
"399",2017-05-15,"Boston",3574,0.915780637940683,0.710968102965865,32,0,14.32,0.07,0,NA,51,61,47
"400",2017-05-15,"Chicago",14855,0.789094580949175,0.594210703466846,33,0,8.95,0.02,0,0,62,82,50
"401",2017-05-15,"NY",54715,0.923896554875263,0.704029973499041,36,0,8.95,0,0,0,NA,68,53
"402",2017-05-16,"Boston",5929,0.839770618991398,0.638387586439535,32,0,12.3,0,0,NA,65,81,55
"403",2017-05-16,"Chicago",16166,0.808734380799208,0.600952616602746,33,0,14.54,0,0,0,74,87,61
"404",2017-05-16,"NY",64504,0.908160734218033,0.684205630658564,36,0,4.25,0,0,0,NA,79,56
"405",2017-05-17,"Boston",5912,0.870771312584574,0.650033829499323,32,0,10.74,0,0,NA,75,92,60
"406",2017-05-17,"Chicago",14295,0.856173487233298,0.649108079748164,33,0,20.13,0.37,0,0,78,84,62
"407",2017-05-17,"NY",65794,0.912347630483023,0.685716022737636,36,0,5.59,0,0,0,NA,90,65
"408",2017-05-18,"Boston",5390,0.85974025974026,0.655844155844156,32,0,14.76,0.05,0,NA,84,95,71
"409",2017-05-18,"Chicago",14614,0.819009169289722,0.615574107020665,33,0,19.01,0,0,0,74,78,48
"410",2017-05-18,"NY",63753,0.903063385252459,0.681834580333475,36,0,5.59,0,0,0,NA,92,75
"411",2017-05-19,"Boston",5569,0.820434548392889,0.637277787753636,32,0,15.88,0.01,0,NA,80,90,58
"412",2017-05-19,"Chicago",5823,0.949338828782415,0.746007212776919,33,0,16.11,0.23,0,0,48,50,43
"413",2017-05-19,"NY",62143,0.88756577571086,0.673446727708672,36,0,6.26,0,0,0,NA,91,66
"414",2017-05-20,"Boston",4457,0.592102310971505,0.442225712362576,29,1,10.96,0,0,NA,58,59,52
"415",2017-05-20,"Chicago",5119,0.732369603438171,0.535065442469232,30,1,10.51,0.34,0,0,51,64,48
"416",2017-05-20,"NY",47859,0.7746714306609,0.574416515180008,34,1,4.03,0.01,0,0,NA,65,55
"417",2017-05-21,"Boston",4413,0.564921821889871,0.414457285293451,29,1,10.51,0,0,NA,56,61,48
"418",2017-05-21,"Chicago",10311,0.615847153525361,0.426049849675104,30,1,12.75,0.05,0,0,61,65,51
"419",2017-05-21,"NY",54874,0.73091081386449,0.531034734118162,34,1,4.03,0,0,0,NA,69,52
"420",2017-05-22,"Boston",3048,0.928149606299213,0.71751968503937,32,0,8.05,0.12,0,NA,54,56,50
"421",2017-05-22,"Chicago",14461,0.789641103658115,0.597538206209806,33,0,12.75,0.01,0,0,58,73,48
"422",2017-05-22,"NY",24627,0.964713525805011,0.752994680635075,35,0,2.68,0.59,0,0,NA,61,53
"423",2017-05-23,"Boston",5440,0.877941176470588,0.672977941176471,32,0,6.49,0,0,NA,57,68,53
"424",2017-05-23,"Chicago",7152,0.922119686800895,0.722455257270693,34,0,6.71,0.33,0,0,61,62,55
"425",2017-05-23,"NY",60032,0.921974946695096,0.695012659914712,36,0,2.24,0,0,0,NA,69,56
"426",2017-05-24,"Boston",5692,0.870168657765285,0.658292340126493,32,0,5.82,0,0,NA,59,64,54
"427",2017-05-24,"Chicago",9367,0.922387103661791,0.721789260168677,33,0,14.09,0.17,0,0,57,62,53
"428",2017-05-24,"NY",60622,0.917092804592392,0.693065223846128,36,0,4.92,0.04,0,0,NA,69,56
"429",2017-05-25,"Boston",2047,0.953102100635076,0.747435271128481,32,0,14.99,0.63,0,NA,53,55,50
"430",2017-05-25,"Chicago",12630,0.844734758511481,0.643942992874109,33,0,8.72,0,0,0,59,69,52
"431",2017-05-25,"NY",17495,0.96873392397828,0.773878250928837,36,0,8.05,0.58,0,0,NA,59,56
"432",2017-05-26,"Boston",3150,0.873968253968254,0.687936507936508,31,0,10.29,0.55,0,NA,53,60,49
"433",2017-05-26,"Chicago",8802,0.819927289252443,0.627357418768462,34,0,7.61,0.53,0,0,60,71,52
"434",2017-05-26,"NY",53768,0.874293259931558,0.658588751673858,36,0,4.92,0.1,0,0,NA,73,56
"435",2017-05-27,"Boston",4205,0.507491082045184,0.370749108204518,30,1,9.17,0,0,NA,56,61,53
"436",2017-05-27,"Chicago",16842,0.455824723904524,0.311126944543403,30,1,5.37,0,0,0,62,78,52
"437",2017-05-27,"NY",46534,0.662805690462887,0.488868354321571,34,1,3.13,0,0,0,NA,71,59
"438",2017-05-28,"Boston",4451,0.44664120422377,0.328465513367783,30,1,8.05,0,0,NA,58,67,54
"439",2017-05-28,"Chicago",14464,0.422358960176991,0.288371128318584,30,1,6.93,0,0,0,68,77,56
"440",2017-05-28,"NY",46727,0.619342136238149,0.450574614248721,34,1,4.47,0,0,0,NA,71,58
"441",2017-05-29,"Boston",1590,0.770440251572327,0.589937106918239,29,0,10.51,0.05,0,NA,53,54,49
"442",2017-05-29,"Chicago",16869,0.486928685754935,0.32426344181635,30,0,11.63,0,0,0,69,77,55
"443",2017-05-29,"NY",26322,0.830749943013449,0.610363954106831,34,0,5.14,0.13,0,0,NA,61,56
"444",2017-05-30,"Boston",4767,0.898258863016572,0.686385567442836,32,0,7.16,0,0,NA,51,59,49
"445",2017-05-30,"Chicago",14558,0.833768374776755,0.630031597746943,33,0,11.63,0,0,0,64,74,54
"446",2017-05-30,"NY",50194,0.930111168665578,0.711120851097741,36,0,2.68,0.06,0,0,NA,60,55
"447",2017-05-31,"Boston",5211,0.900594895413548,0.695068125119939,33,0,7.83,0.06,0,NA,59,68,54
"448",2017-05-31,"Chicago",15944,0.838371801304566,0.620985950827898,33,0,10.51,0,0,0,64,74,52
"449",2017-05-31,"NY",59495,0.912547272880074,0.682511135389529,36,0,2.46,0.03,0,0,NA,75,58
"450",2017-06-01,"Boston",5759,0.881576662615037,0.667476992533426,33,0,9.84,0.16,0,NA,67,79,56
"451",2017-06-01,"Chicago",16364,0.828403813248594,0.610975311659741,33,0,4.7,0,0,0,66,81,51
"452",2017-06-01,"NY",67403,0.903936026586354,0.676839309823005,36,0,3.8,0,0,0,NA,79,59
"453",2017-06-02,"Boston",5614,0.866405415033844,0.660135375846099,32,0,13.65,0.01,0,NA,65,72,51
"454",2017-06-02,"Chicago",18318,0.756578229064308,0.561851730538268,33,0,5.37,0,0,0,71,86,53
"455",2017-06-02,"NY",66907,0.88521380423573,0.666432510798571,36,0,4.47,0.01,0,0,NA,76,57
"456",2017-06-03,"Boston",3822,0.645996860282575,0.47331240188383,29,1,10.51,0,0,NA,61,69,52
"457",2017-06-03,"Chicago",19225,0.533159947984395,0.36665799739922,31,1,6.04,0,0,0,73,84,57
"458",2017-06-03,"NY",56264,0.754638845442912,0.543793544717759,34,1,3.58,0.01,0,0,NA,73,55
"459",2017-06-04,"Boston",3732,0.611468381564845,0.437834941050375,30,1,9.84,0.18,0,NA,62,70,54
"460",2017-06-04,"Chicago",16690,0.560095865787897,0.385440383463152,30,1,8.5,0,0,0,80,92,66
"461",2017-06-04,"NY",40138,0.800737455777567,0.587946584284219,34,1,2.24,0.09,0,0,NA,70,56
"462",2017-06-05,"Boston",2400,0.920833333333333,0.704166666666667,31,0,15.88,0.59,0,NA,56,57,52
"463",2017-06-05,"Chicago",15967,0.802091814367132,0.607816120749045,33,0,14.09,0,0,0,70,75,59
"464",2017-06-05,"NY",55883,0.913193636705259,0.691927777678364,36,0,4.92,0.02,0,0,NA,67,58
"465",2017-06-06,"Boston",1634,0.968176254589963,0.758261933904529,31,0,16.78,0.8,0,NA,50,52,47
"466",2017-06-06,"Chicago",16583,0.84472049689441,0.626545257191099,32,0,13.87,0,0,0,65,76,54
"467",2017-06-06,"NY",41268,0.954080643597945,0.730396433071629,36,0,7.16,0.06,0,0,NA,58,52
"468",2017-06-07,"Boston",5553,0.899873942013326,0.684134701962903,32,0,8.05,0.04,0,NA,54,62,50
"469",2017-06-07,"Chicago",16951,0.833874107722258,0.615833874107722,32,0,8.05,0,0,0,67,77,56
"470",2017-06-07,"NY",64453,0.91995717809877,0.68687260484384,36,0,3.36,0,0,0,NA,67,51
"471",2017-06-08,"Boston",6232,0.868741976893453,0.661264441591784,32,0,7.61,0,0,NA,61,71,51
"472",2017-06-08,"Chicago",17836,0.777696793002915,0.57742767436645,32,0,4.25,0.06,0,0,69,83,53
"473",2017-06-08,"NY",62653,0.907809681898712,0.687516958485627,36,0,3.8,0,0,0,NA,69,55
"474",2017-06-09,"Boston",6362,0.819710782772713,0.619302106255894,32,0,10.07,0,0,NA,63,79,55
"475",2017-06-09,"Chicago",18233,0.747216585312346,0.554763341194537,32,0,8.95,0,0,0,74,87,65
"476",2017-06-09,"NY",66506,0.880867891618801,0.65974498541485,36,0,4.7,0,0,0,NA,80,53
"477",2017-06-10,"Boston",5380,0.57360594795539,0.42546468401487,30,1,11.41,0,0,NA,73,85,61
"478",2017-06-10,"Chicago",19413,0.525421109565755,0.358986246329779,30,1,14.09,0,0,0,76,90,64
"479",2017-06-10,"NY",57087,0.750959062483578,0.544081839998599,34,1,3.58,0,0,0,NA,85,66
"480",2017-06-11,"Boston",4784,0.610576923076923,0.447951505016722,29,1,14.32,0,0,NA,79,92,66
"481",2017-06-11,"Chicago",17265,0.543295684911671,0.368259484506226,30,1,14.99,0,0,0,82,93,73
"482",2017-06-11,"NY",51427,0.762556633674918,0.550061251871585,34,1,5.14,0,0,0,NA,90,72
"483",2017-06-12,"Boston",5875,0.857702127659574,0.645957446808511,32,0,10.96,0,0,NA,84,95,71
"484",2017-06-12,"Chicago",16221,0.794587263423957,0.588927932926453,32,0,11.63,0,0,0,85,95,73
"485",2017-06-12,"NY",57871,0.904027924176185,0.677005754177395,36,0,3.8,0,0,0,NA,93,76
"486",2017-06-13,"Boston",5677,0.89290118020081,0.678175092478422,32,0,10.51,0.53,0,NA,85,95,72
"487",2017-06-13,"Chicago",16461,0.847214628515886,0.634955349006743,32,0,6.93,0,0,0,80,88,68
"488",2017-06-13,"NY",60921,0.923671640321072,0.689171221746196,36,0,3.13,0,0,0,NA,94,77
"489",2017-06-14,"Boston",6548,0.877061698228467,0.655925473427001,32,0,10.51,0,0,NA,71,73,59
"490",2017-06-14,"Chicago",11273,0.875365918566486,0.667790295396079,33,0,9.84,0.59,0,0,77,92,68
"491",2017-06-14,"NY",60513,0.916646009948276,0.685522119214053,36,0,4.7,0.29,0,0,NA,84,69
"492",2017-06-15,"Boston",6674,0.851962840875037,0.636350014983518,32,0,11.63,0,0,NA,64,75,57
"493",2017-06-15,"Chicago",17338,0.826508247779444,0.604394970584843,32,0,7.83,0.07,0,0,76,91,68
"494",2017-06-15,"NY",64763,0.907709649027994,0.680975248212714,36,0,4.25,0,0,0,NA,76,64
"495",2017-06-16,"Boston",3810,0.867716535433071,0.661942257217848,32,0,10.29,2.13,0,NA,64,71,57
"496",2017-06-16,"Chicago",15847,0.789360762289392,0.594749794913864,32,0,10.29,0.22,0,0,77,86,67
